"","Year","Period","State","State.ANSI","Commodity","b1","b2","Domain1","Value","Domain","Domain_value"
"706",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.358," BOSCALID =",128008
"707",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",1.878," CAPTAN =",81301
"710",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.022," CYFLUFENAMID =",555550
"711",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.32," CYPRODINIL =",288202
"713",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.59," FENHEXAMID =",90209
"714",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.214," FLUDIOXONIL =",71503
"715",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.119," FLUOPYRAM =",80302
"716",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.17," FLUXAPYROXAD =",138009
"720",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.488," MEFENOXAM =",113502
"721",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.104," MYCLOBUTANIL =",128857
"722",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.301," PENTHIOPYRAD =",90112
"723",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.044," POLYOXIN D ZINC SALT =",230000
"724",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",2.425," POTASSIUM BICARBON  =",73508
"725",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.112," PROPICONAZOLE =",122101
"726",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.171," PYRACLOSTROBIN =",99100
"727",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.628," PYRIMETHANIL =",288201
"728",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.096," QUINOLINE =",55459
"730",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",4.865," SULFUR =",77501
"731",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.038," TETRACONAZOLE =",120603
"732",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.636," THIOPHANATE METHYL =",102001
"733",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",2.078," THIRAM =",79801
"734",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.114," TRIFLOXYSTROBIN =",129112
"735",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.241," TRIFLUMIZOLE =",128879
"736",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",0.096," FLUMIOXAZIN =",129034
"740",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",0.353," OXYFLUORFEN =",111601
"741",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",1.364," PENDIMETHALIN =",108501
"743",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.019," ABAMECTIN =",122804
"744",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.297," ACEQUINOCYL =",6329
"745",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.118," ACETAMIPRID =",99050
"746",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.032," AZADIRACHTIN =",121701
"747",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.49," BIFENAZATE =",586
"748",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.098," BIFENTHRIN =",128825
"756",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.071," CHLORANTRANILIPROLE =",90100
"760",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.179," CYFLUMETOFEN<U+FFFD>=",138831
"765",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.286," FENPROPATHRIN =",127901
"766",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.105," FENPYROXIMATE =",129131
"767",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.082," FLONICAMID =",128016
"768",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.172," FLUPYRADIFURONE =",122304
"769",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.181," HEXYTHIAZOX =",128849
"770",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.5," IMIDACLOPRID =",129099
"772",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",1.799," MALATHION =",57701
"773",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.176," METHOXYFENOZIDE =",121027
"774",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.891," NALED =",34401
"776",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",6.34," NEEM OIL  CLAR  HYD  =",25007
"777",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.073," NOVALURON =",124002
"780",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.054," PYRETHRINS =",69001
"782",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.069," SPINETORAM =",110007
"783",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.091," SPINOSAD =",110003
"784",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.25," SPIROMESIFEN =",24875
"787",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.06," THIAMETHOXAM =",60109
"794",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",236.901," CHLOROPICRIN =",81501
"795",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",83.195," DICHLOROPROPENE =",29001
"796",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",0.113," FLUTRIAFOL =",128940
"804",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",0.226," REYNOUTRIA SACHALINE =",55809
"805",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.298," AZOXYSTROBIN =",128810
"812",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.565," BOSCALID =",128008
"813",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",6.452," CAPTAN =",81301
"816",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.026," CYFLUFENAMID =",555550
"817",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.461," CYPRODINIL =",288202
"819",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",1.005," FENHEXAMID =",90209
"820",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.307," FLUDIOXONIL =",71503
"821",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.143," FLUOPYRAM =",80302
"822",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.217," FLUXAPYROXAD =",138009
"826",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.711," MEFENOXAM =",113502
"827",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.167," MYCLOBUTANIL =",128857
"828",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.402," PENTHIOPYRAD =",90112
"829",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.05," POLYOXIN D ZINC SALT =",230000
"830",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",3.52," POTASSIUM BICARBON  =",73508
"831",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.221," PROPICONAZOLE =",122101
"832",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.305," PYRACLOSTROBIN =",99100
"833",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.762," PYRIMETHANIL =",288201
"834",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.113," QUINOLINE =",55459
"836",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",12.88," SULFUR =",77501
"837",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.055," TETRACONAZOLE =",120603
"838",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.827," THIOPHANATE METHYL =",102001
"839",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",4.285," THIRAM =",79801
"840",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.148," TRIFLOXYSTROBIN =",129112
"841",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.396," TRIFLUMIZOLE =",128879
"842",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",0.105," FLUMIOXAZIN =",129034
"846",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",0.355," OXYFLUORFEN =",111601
"847",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",1.944," PENDIMETHALIN =",108501
"849",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.027," ABAMECTIN =",122804
"850",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.364," ACEQUINOCYL =",6329
"851",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.165," ACETAMIPRID =",99050
"852",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.06," AZADIRACHTIN =",121701
"853",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.645," BIFENAZATE =",586
"854",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.163," BIFENTHRIN =",128825
"862",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.084," CHLORANTRANILIPROLE =",90100
"866",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.24," CYFLUMETOFEN<U+FFFD>=",138831
"871",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.397," FENPROPATHRIN =",127901
"872",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.128," FENPYROXIMATE =",129131
"873",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.105," FLONICAMID =",128016
"874",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.234," FLUPYRADIFURONE =",122304
"875",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.212," HEXYTHIAZOX =",128849
"876",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.63," IMIDACLOPRID =",129099
"878",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",3.062," MALATHION =",57701
"879",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.214," METHOXYFENOZIDE =",121027
"880",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",1.091," NALED =",34401
"882",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",10.762," NEEM OIL  CLAR  HYD  =",25007
"883",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.119," NOVALURON =",124002
"886",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.137," PYRETHRINS =",69001
"888",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.083," SPINETORAM =",110007
"889",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.104," SPINOSAD =",110003
"890",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.319," SPIROMESIFEN =",24875
"893",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.086," THIAMETHOXAM =",60109
"900",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",256.687," CHLOROPICRIN =",81501
"901",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",85.17," DICHLOROPROPENE =",29001
"902",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",0.129," FLUTRIAFOL =",128940
"910",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",0.307," REYNOUTRIA SACHALINE =",55809
"911",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.4," AZOXYSTROBIN =",128810
"915",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.4," BACILLUS SUBTILIS =",6479
"918",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," BOSCALID =",128008
"919",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",3.4," CAPTAN =",81301
"922",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," CYFLUFENAMID =",555550
"923",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.4," CYPRODINIL =",288202
"925",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.7," FENHEXAMID =",90209
"926",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.4," FLUDIOXONIL =",71503
"927",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," FLUOPYRAM =",80302
"928",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," FLUXAPYROXAD =",138009
"932",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.5," MEFENOXAM =",113502
"933",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," MYCLOBUTANIL =",128857
"934",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," PENTHIOPYRAD =",90112
"935",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.1," POLYOXIN D ZINC SALT =",230000
"936",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.5," POTASSIUM BICARBON  =",73508
"937",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2," PROPICONAZOLE =",122101
"938",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.8," PYRACLOSTROBIN =",99100
"939",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," PYRIMETHANIL =",288201
"940",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," QUINOLINE =",55459
"942",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.6," SULFUR =",77501
"943",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.5," TETRACONAZOLE =",120603
"944",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," THIOPHANATE METHYL =",102001
"945",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2.1," THIRAM =",79801
"946",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," TRIFLOXYSTROBIN =",129112
"947",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," TRIFLUMIZOLE =",128879
"948",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1.1," FLUMIOXAZIN =",129034
"952",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1," OXYFLUORFEN =",111601
"953",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1.4," PENDIMETHALIN =",108501
"955",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," ABAMECTIN =",122804
"956",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," ACEQUINOCYL =",6329
"957",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," ACETAMIPRID =",99050
"958",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.9," AZADIRACHTIN =",121701
"959",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," BIFENAZATE =",586
"960",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.7," BIFENTHRIN =",128825
"968",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," CHLORANTRANILIPROLE =",90100
"972",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," CYFLUMETOFEN<U+FFFD>=",138831
"977",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," FENPROPATHRIN =",127901
"978",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," FENPYROXIMATE =",129131
"979",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," FLONICAMID =",128016
"980",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," FLUPYRADIFURONE =",122304
"981",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," HEXYTHIAZOX =",128849
"982",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," IMIDACLOPRID =",129099
